name,ean,category,subcategory,price_gross,price_net,price_tax
Tosca Roombonbons Chocolade 300g (Netherlands),8718801501115,Snoep & Chips,Zoete hapjes & gebak,4.79,4.39,0.4
Lassie Toverrijst 400g,8718781601171,"Pasta, Rijst & Granen",Rijst,1.29,1.18,0.11
Trek Proteine Havermoutreep Banaan 50g,5060088705889,Snoep & Chips,Mueslirepen & gezonde snacks,1.39,1.28,0.11
Trek Proteine Havermoutreep Cacao 50g,5060088705803,Snoep & Chips,Mueslirepen & gezonde snacks,1.39,1.28,0.11
Trek Proteine Havermoutreep Cacao Kokos 50g,5060088705841,Snoep & Chips,Mueslirepen & gezonde snacks,1.39,1.28,0.11
Trek Proteine Havermoutreep Cocoa Oat 150g,5060088705827,Snoep & Chips,Mueslirepen & gezonde snacks,3.49,3.2,0.29
"Trésor Chocolade, Karamel & Pinda 450g",5059319002538,Ontbijt,Cornflakes & Granen,3.59,3.29,0.3
Twix 50g,5000159459228,Snoep & Chips,Chocolade,0.79,0.72,0.07
Ui De Keuken Van Maass Green Goddes Bowl,8719558203505,Maaltijden en Gemak,Maaltijden,6.79,6.23,0.56
Uien 1000g,8710251054036,Fruit & Groente,Verse Groenten,1.99,1.83,0.16
Uien Ring 4mm 500gr,8717591220152,Fruit & Groente,Verse Groenten,1.09,1.0,0.09
Uien Rood 1st,,Fruit & Groente,Verse Groenten,0.26,0.24,0.02
Uit De Keuken Van Maass Asian Style Veggie Curry,8719558204106,Maaltijden en Gemak,Maaltijden,6.99,6.41,0.58
Uit De Keuken Van Maass Cuban Bulghur Bowl,8719558202805,Maaltijden en Gemak,Maaltijden,6.79,6.23,0.56
Uit De Keuken Van Maass Masala Zoete Aardappel Quinoa,8719558200863,Maaltijden en Gemak,Maaltijden,6.99,6.41,0.58
Uit De Keuken Van Maass Rending Kokosrijst,8719558203246,Maaltijden en Gemak,Maaltijden,6.99,6.41,0.58
Uit De Keuken Van Maass Tomaten Basilicum Soep,8719558201129,Maaltijden en Gemak,Soepen,3.99,3.66,0.33
Kellogg's Unicorn Froot Loops 375g,5053827110679,Ontbijt,Cornflakes & Granen,3.19,2.93,0.26
Unox Good Noodles Groente 70g,8710604787024,Maaltijden en Gemak,Convenience,0.69,0.63,0.06
Unox Heldere Groente Soep 570ml,8717163889381,Maaltijden en Gemak,Soepen,2.99,2.74,0.25
Unox Klassieke Tomaten Soep met Natuurlijke Ingrediënten 570 ml,8717163850060,Maaltijden en Gemak,Soepen,3.09,2.83,0.26
Unox Knaks 400g,8714100753699,Slagerij,Conserven,2.49,2.28,0.21
Unox Magere Partyknaks 400g,8714100753729,Slagerij,Conserven,3.29,3.02,0.27
Unox Magnetron Rookworst 100g,8722700071259,Slagerij,Conserven,1.29,1.18,0.11
"Unox Romige Paddenstoelen Soep met Fijngesneden Cantharellen, Boleten en Kervel 570 ml",8717163850022,Maaltijden en Gemak,Soepen,3.14,2.88,0.26
Unox Soep Romige Kip 570ml,8717163889404,Maaltijden en Gemak,Soepen,3.09,2.83,0.26
Unox Rookworst 285g,8714100777701,Slagerij,Conserven,2.99,2.74,0.25
Unox Worst Bockworsten 550g,8714100772942,Slagerij,Conserven,3.89,3.57,0.32
Van Gilse de Originele Schenkstroop 600g,8710437003513,Bakken,Bak- & Kookingrediënten,1.29,1.18,0.11
Van Gilse Donkere Basterdsuiker 600g,8710437003223,Bakken,Suiker,0.89,0.82,0.07
Van Gilse Fijne Kaneelsuiker 200g,8710437008419,Bakken,Suiker,0.99,0.91,0.08
Van Gilse Kristalsuiker 1000g,8710437000031,Bakken,Suiker,0.69,0.63,0.06
Van Gilse Suikerklontjes 1000g,8710437007283,Bakken,Suiker,1.79,1.64,0.15
Dr. Oetker Vanillesuiker 80g,8710466004802,Bakken,Bak- & Kookingrediënten,0.79,0.72,0.07
Van Wijngaarden Mayonaise 850ml (Netherlands),8710716028930,"Olie, Sauzen & Specerijen",Snacksauzen,2.39,2.19,0.2
Kellogg's Variety Mini Packs 8 st 215g,3082090,Ontbijt,Cornflakes & Granen,3.39,3.11,0.28
Vegafit Falafelballetjes 200g,8713855511882,Vegan & Vegetarisch,Vleesvervangers,2.79,2.56,0.23
Vegafit Groenteballetjes 180g,8713855511813,Vegan & Vegetarisch,Vleesvervangers,2.79,2.56,0.23
Vegafit Groenteburgers 2 st 150g,8713855511820,Vegan & Vegetarisch,Vleesvervangers,3.59,3.29,0.3
Vegafit Krokant Schnitzel 2 st 180g,8720094570815,Vegan & Vegetarisch,Vleesvervangers,2.79,2.56,0.23
Vegan Thaise Gele Curry Tofu 450 gr,8718555310452,Maaltijden en Gemak,Maaltijden,5.99,5.5,0.49
Vegeterian Mc2 Burger 2400g,8718692786554,Vegan & Vegetarisch,Vleesvervangers,29.99,27.51,2.48
Venco Droptoppers Krakend Zacht 235g,8714200217800,Snoep & Chips,Drop,1.79,1.64,0.15
Venco Droptop stevig 287g,8714200217794,Snoep & Chips,Drop,1.79,1.64,0.15
Venco Honingdrop 168g,8714200207931,Snoep & Chips,Drop,0.99,0.91,0.08
Venco Katjesdrop 166g,8714200207962,Snoep & Chips,Drop,0.99,0.91,0.08
Venco Mentholkruisdrop 173g,8714200207948,Snoep & Chips,Drop,0.99,0.91,0.08
Venco Mintnopje 173g,8714200208006,Snoep & Chips,Drop,0.99,0.91,0.08
Venco Schoolkrijt 152g,8714200208051,Snoep & Chips,Drop,0.99,0.91,0.08
Venco Schoolkrijt 210g,8714200217510,Snoep & Chips,Drop,1.69,1.55,0.14
Verstegen Mix Italiaans 225g,8712200945686,"Olie, Sauzen & Specerijen",Kruiden,3.49,3.2,0.29
Dr. Oetker Verwen Fudge Brownies met Salted Caramel 305g,8710466292629,Bakken,Bak- & Kookingrediënten,3.29,3.02,0.27
Dr. Oetker Verwen Muffins Appel & Kaneel 300g,8710466292728,Bakken,Bak- & Kookingrediënten,3.29,3.02,0.27
Dr. Oetker Verwen Red Velvet Cake 293g,8710466273321,Bakken,Bak- & Kookingrediënten,3.99,3.66,0.33
Bolletje Vezelrijk Beschuit Meergranen 13st,8710482532471,Bakkerij,Crackers & beschuit,1.49,1.37,0.12
Drogheria & Alimentari Vier Seizoens Peper 35g (Italië),8004708039357,"Olie, Sauzen & Specerijen",Kruiden,1.99,1.83,0.16
Bonne Maman Confiture Vier Vruchten 370g,3045320082630,Ontbijt,Zoet broodbeleg,2.49,2.28,0.21
Vifit Goedemorgen! Drinkyoghurt Aardbei 500ml (Netherlands),8712800036029,Zuivel & Eieren,Melkdranken,0.99,0.91,0.08
Vifit Goedemorgen! Drinkyoghurt Bosvruchten 500ml (Netherlands),8712800090731,Zuivel & Eieren,Melkdranken,0.99,0.91,0.08
Vifit Goedemorgen! Drinkyoghurt Perzik 500ml (Netherlands),8712800020400,Zuivel & Eieren,Melkdranken,1.19,1.09,0.1
Vifit Goedemorgen! Drinkyoghurt Rode Vruchten 500ml (Netherlands),8712800018469,Zuivel & Eieren,Melkdranken,0.99,0.91,0.08
Vita Coco kokoswater coconut water 1L pak,898999000503,Drankjes,Frisdranken,3.29,3.02,0.27
Vita Coco kokoswater coconut water 330ml pak,898999000022,Drankjes,Frisdranken,1.89,1.73,0.16
Bolletje Volkoren Beschuit 13st,8710482533843,Bakkerij,Crackers & beschuit,1.19,1.09,0.1
Vreeland Eieren Scharreleieren 6 stuks,,Zuivel & Eieren,Eieren,2.79,2.56,0.23
Vrije Uitloop Biologische Eieren 10st (M/L),,Zuivel & Eieren,Eieren,2.79,2.56,0.23
Wasa Knäckebröd Bio Rogge Volkoren 180g,7300400481816,Bakkerij,Crackers & beschuit,1.99,1.83,0.16
Wasa Knäckebröd Sesam 250g,7300400481724,Bakkerij,Crackers & beschuit,1.49,1.37,0.12
Wasa Knäckebröd Volkoren 260g,7300400481700,Bakkerij,Crackers & beschuit,1.49,1.37,0.12
Watermeloen 1st,,Fruit & Groente,Vers fruit,4.89,4.49,0.4
Waveline Quinoa Mix 980g,8710563835347,"Pasta, Rijst & Granen",Granen,5.99,5.5,0.49
Wieger Ketellapper Snelle Jelle Minder Suiker 5 st 250g (Netherlands),8710432091942,Snoep & Chips,Mueslirepen & gezonde snacks,1.89,1.73,0.16
Wieger Ketellapper Snelle Jelle Ontbijtkoek 5 st 275g (Netherlands),8710432081943,Snoep & Chips,Mueslirepen & gezonde snacks,1.89,1.73,0.16
Wijko Balsamico Dressing 1L (Duitsland),8711171060145,"Olie, Sauzen & Specerijen",Dressing,9.99,9.17,0.82
Wijko Honing Mosterd Dressing 1L (Duitsland),8711171534356,"Olie, Sauzen & Specerijen",Dressing,4.99,4.58,0.41
Wijko Kruiden Dressing 1L (Duitsland),8711171058265,"Olie, Sauzen & Specerijen",Dressing,4.49,4.12,0.37
Wijko Saté Saus Kant en Klaar 500g (Duitsland),8718053070070,"Olie, Sauzen & Specerijen",Snacksauzen,2.99,2.74,0.25
Wijko Saté Saus Voordeelverpakking Geconcentreerd 1000g (Duitsland),8718053070469,"Olie, Sauzen & Specerijen",Snacksauzen,5.99,5.5,0.49
Red Band Winegums eurolijn 166g,8713800113949,Snoep & Chips,Snoep,0.99,0.91,0.08
Winterpeen 1st,2844457013583,Fruit & Groente,Verse Groenten,0.69,0.63,0.06
Witlof 3 St.,,Fruit & Groente,Verse Groenten,1.89,1.73,0.16
Witte Bollen Pillowpack 15st,,Bakkerij,Broodjes,1.99,1.83,0.16
HAK Witte Bonen 370ml,8720600609541,Fruit & Groente,Groenten in blik,1.79,1.64,0.15
HAK Witte Bonen 720ml,8720600610264,Fruit & Groente,Groenten in blik,2.29,2.1,0.19
Drogheria & Alimentari Witte Peper 45g (Italië),80273578,"Olie, Sauzen & Specerijen",Kruiden,2.19,2.01,0.18
Fine Life Witte Puntjes 10st,2246590000008,Bakkerij,Broodjes,1.79,1.64,0.15
HAK Worteltjes Fijn 370ml,8720600609565,Fruit & Groente,Groenten in blik,1.29,1.18,0.11
Smint Xylitol Sugarfree Mint 1st,84155634,Snoep & Chips,Kauwgom & Mints,1.39,1.28,0.11
Yakult 15 st 975ml (Netherlands),8713108002518,Zuivel & Eieren,Melkdranken,6.99,6.41,0.58
Yakult Light 15 st 975ml (Netherlands),8713108012517,Zuivel & Eieren,Melkdranken,6.69,6.14,0.55
Zak Bospenen 1st,8719324347167,Fruit & Groente,Verse Groenten,1.79,1.64,0.15
Zeekraal 150g,8717472741967,Fruit & Groente,Verse Groenten,3.49,3.2,0.29
Drogheria & Alimentari Zeezout 90g (Italië),8004708039395,"Olie, Sauzen & Specerijen",Kruiden,2.59,2.38,0.21
Zespri Kiwi Schaal 6st,8710147615532,Fruit & Groente,Vers fruit,2.79,2.56,0.23
Zoete puntpaprika 2st,8715817007747,Fruit & Groente,Verse Groenten,1.69,1.55,0.14
Zonnatura Bio Havermout 500g,8711812423964,Ontbijt,Cornflakes & Granen,1.99,1.83,0.16
Zonnatura Bio Muesli Noten en Zaden 375 g,8711812424930,Ontbijt,Cornflakes & Granen,2.39,2.19,0.2
Zonnatura Bio Muesli Rood Fruit 375 g,8711812425005,Ontbijt,Cornflakes & Granen,2.39,2.19,0.2
Zonnatura Maïswafels 100 g,8711812407223,Bakkerij,Crackers & beschuit,0.75,0.69,0.06
Zonnatura Rijstwafels 100% zilvervliesrijst 130g,8711812421885,Bakkerij,Crackers & beschuit,0.99,0.91,0.08
Zonnatura Rijstwafels Melkchocolade 6 Stuks 100 g,8711812414689,Bakkerij,Crackers & beschuit,1.49,1.37,0.12
Zonnatura Rijstwafels Yoghurt 6 Stuks 100 g,8711812414825,Bakkerij,Crackers & beschuit,1.49,1.37,0.12
Zonnebloemolie 1L,4337182010203,"Olie, Sauzen & Specerijen",Olie & Azijn,1.49,1.37,0.12
Zuivelhoeve Boer'n Duo Vla Vanille & Chocolade 450g,8711399019048,Zuivel & Eieren,Desserts,1.39,1.28,0.11
Zuivelhoeve Boer'n Vla Vanille 450g,8711399019024,Zuivel & Eieren,Desserts,1.19,1.09,0.1
Zuivelhoeve Boer'n Yoghurt Aardbei 800g (Germany),8711399010021,Zuivel & Eieren,Kwark & Yoghurt,2.39,2.19,0.2
Zuivelhoeve Boer'n Yoghurt Aardbei & Muesli 170g (Germany),87304220,Zuivel & Eieren,Kwark & Yoghurt,1.19,1.09,0.1
Zuivelhoeve Boer'n Yoghurt Bosvruchten 800g (Germany),8711399010069,Zuivel & Eieren,Kwark & Yoghurt,2.29,2.1,0.19
Zuivelhoeve Boer'n Yoghurt Bosvruchten & Muesli 170g (Germany),8711399016467,Zuivel & Eieren,Kwark & Yoghurt,1.19,1.09,0.1
Zuivelhoeve Boer'n Yoghurt Naturel 800g (Germany),8711399010007,Zuivel & Eieren,Kwark & Yoghurt,2.19,2.01,0.18
Zuivelhoeve Boer'n Yoghurt Naturel & Muesli 170g (Germany),87301403,Zuivel & Eieren,Kwark & Yoghurt,1.29,1.18,0.11
Zuivelhoeve Roomyoghurt Bella Straciatella 140g,8711399020426,Zuivel & Eieren,Desserts,1.39,1.28,0.11
Zuivelhoeve Roomyoghurt Salted Caramel 400g,8711399020686,Zuivel & Eieren,Desserts,1.59,1.46,0.13
Zuivelhoeve Roomyoghurt Strawberry Vanilla 400g,8711399020563,Zuivel & Eieren,Desserts,1.59,1.46,0.13
Drogheria & Alimentari Zwarte Peper 45g (Italië),8004708039326,"Olie, Sauzen & Specerijen",Kruiden,1.99,1.83,0.16
"Alberto Torresi Prosecco Fris 0,75L (Italië)",8009620836688,Alcohol,Mousserende wijn,4.99,4.12,0.87
Alle Hoest Siroop Extra Sterk met Vitamin C 150ml,8714319212079,Drogisterij & Cosmetica,Gezondheid,9.99,8.26,1.73
Dettol Allesreiniger Kersenbloesem 1L,8710552290027,Huishouden,Reiniging,3.29,2.72,0.57
"Amicone Rosso Veneto IGT 0,75L (Italië)",8009620828126,Alcohol,Rode wijn,8.99,7.43,1.56
"Amstel Bier 6 st 0,33L (Netherlands)",8712000032050,Alcohol,Bieren,4.29,3.55,0.74
Amstel Bier Pilsner blik 50cl,8712000023294,Alcohol,Bieren,0.89,0.74,0.15
"Amstel Radler Bier Citroen 0,3L",8712000033095,Alcohol,Gemengde bierdranken,0.69,0.57,0.12
"Amstel Radler Bier Citroen Blik 6 x 0,33L",8712000033064,Alcohol,Gemengde bierdranken,4.19,3.46,0.73
Andrelon Classic Conditioner Levendige Kleur Macademia Olie en UV-Filter 300ml,8710447321737,Drogisterij & Cosmetica,Haarverzorging,3.99,3.3,0.69
Andrelon Classic Shampoo Iedere Dag 300ml,8710447321591,Drogisterij & Cosmetica,Haarverzorging,3.99,3.3,0.69
Andrelon Conditioner Care & Repair 300ml,8710447321805,Drogisterij & Cosmetica,Haarverzorging,4.39,3.63,0.76
Andrelon Conditioner Verrassend Volume 300ml,8710522914304,Drogisterij & Cosmetica,Haarverzorging,3.99,3.3,0.69
Andrelon Men Shampoo Hair & Body 300ml,8710447321669,Drogisterij & Cosmetica,Douche & bad producten,3.99,3.3,0.69
Andrelon Shampoo Anti-roos Men 300ml,8710522569832,Drogisterij & Cosmetica,Haarverzorging,3.99,3.3,0.69
Andrelon Shampoo Perfecte Krul 300ml,8710447321898,Drogisterij & Cosmetica,Haarverzorging,3.79,3.13,0.66
Andrelon Special Droogshampoo Kokos Boost 245ml,8710847951008,Drogisterij & Cosmetica,Haarverzorging,5.49,4.54,0.95
Andrelon Special Droogshampoo Verrassend Volume 245ml,8710847951022,Drogisterij & Cosmetica,Haarverzorging,6.59,5.45,1.14
Anfora Verdicchio Dei Castelli di Jesi Classico 750 ml,,Alcohol,Witte wijn,5.99,4.95,1.04
"Angelo Grillo 0,75L (Italië)",8032610311643,Alcohol,Witte wijn,4.99,4.12,0.87
"Angelo Nero d'Avola Zoete 0,75L (Italië)",8032610311667,Alcohol,Rode wijn,4.99,4.12,0.87
Angelo Pinot Grigio IGP 750 ml,8055684027760,Alcohol,Witte wijn,5.49,4.54,0.95
"Angelo Primitivo Zacht 0,75L (Italië)",8055684029481,Alcohol,Rode wijn,4.99,4.12,0.87
Aperol Spritz 1L (Italië),8002230000012,Alcohol,,16.99,14.04,2.95
"Apple Bandit Apple 0,3L",8712000038984,Alcohol,Cider,0.89,0.74,0.15
Aquafresh Freshmint 3 in 1 Tandpasta 1 st 75ml,8710464120009,Drogisterij & Cosmetica,Mond & tandverzorging,1.29,1.07,0.22
Aquafresh Intense White Tandpasta 75ml 1 St.,8710464747329,Drogisterij & Cosmetica,Mond & tandverzorging,1.39,1.15,0.24
Aquafresh Melktandjes Soft 3-5 Jaar Tandenborstel 1st,8710464120788,Drogisterij & Cosmetica,Mond & tandverzorging,2.79,2.31,0.48
Aquafresh Mondwater Complete Care 500ml,8710464140052,Drogisterij & Cosmetica,Mond & tandverzorging,4.09,3.38,0.71
Ariel Allin1 Pods Kleur Wasmiddelcapsules 40Washes,8001841639123,Huishouden,Wasmiddel,24.99,20.65,4.34
Ariel Allin1 Pods Kleur Wasmiddelcapsules 50Washes,8001841638676,Huishouden,Wasmiddel,32.99,27.26,5.73
Ariel Allin1 Pods Regular Wasmiddelcapsules 40Washes,8001841639185,Huishouden,Wasmiddel,24.99,20.65,4.34
Ariel Kleur & Stijl Waspoeder 42 Wasbeurten 2730g,8001090282835,Huishouden,Wasmiddel,14.99,12.39,2.6
Aro Alkaline batterijen AA 12 stuks,4337147837364,Huishouden,Keuken,2.79,2.31,0.48
Aro Alkaline batterijen AAA 12 stuks,4337147837258,Huishouden,Keuken,2.79,2.31,0.48
Aro Briketten 5kg,8711576268962,Huishouden,Keuken,5.99,4.95,1.04
Axe Bodyspray Deodorant Clean Fresh 150ml,8710447484302,Drogisterij & Cosmetica,Deodorant & parfum,3.99,3.3,0.69
Axe Deodorant Bodyspray You 150ml,8720181027390,Drogisterij & Cosmetica,Deodorant & parfum,4.99,4.12,0.87
Axe Showergel Dark Temptation 250ml,8710447276570,Drogisterij & Cosmetica,Douche & bad producten,3.29,2.72,0.57
"Pampers Baby-Dry Maat 3, 102 Luiers, Tot 12 Uur Bescherming, 6-10kg 102st",8001841497761,Baby,Luiers,28.99,23.96,5.03
Bacardí Mojito Cocktail 700 ml,7610113000175,Alcohol,Longdrinks & Mixers,13.99,11.56,2.43
Barista Pinotage 0.75l,6002039009232,Alcohol,Rode wijn,9.99,8.26,1.73
"Baron Rothberg Chardonnay 0,75L (France)",3263280107846,Alcohol,Witte wijn,4.99,4.12,0.87
"Baron Rothberg Cinsault Rosé 0,75L (France)",3263280107877,Alcohol,Rosé,4.99,4.12,0.87
"Baron Rothberg Merlot Droog 0,75L (France)",3263280107907,Alcohol,Rode wijn,4.99,4.12,0.87
"Bavaria Pils 6 st 0,33L",,Alcohol,Bieren,4.39,3.63,0.76
"Bavaria Pils Fles 0,3L",,Alcohol,Bieren,0.69,0.57,0.12
Belcolle Verdicchio 0.75l,8001929010530,Alcohol,Witte wijn,6.99,5.78,1.21
Bic Aansteeker J38 6 pcs. 6st,3086126795621,Huishouden,Keuken,9.99,8.26,1.73
Bic Aansteeker Maxi 1st,70330600065,Huishouden,Keuken,1.49,1.23,0.26
Bio Purato Catarratto Pinot Grigio 0.75l,8034115190242,Alcohol,Witte wijn,7.99,6.6,1.39
Glorix Bleek Original 1L,8711700808880,Huishouden,Reiniging,1.99,1.64,0.35
Nivea Body Lotion Repair & Care 400ml,4005900418326,Drogisterij & Cosmetica,Lichaams- en gezichtsverzorging,8.49,7.02,1.47
Brise Maritime 0.75L,3269210255496,Alcohol,Rosé,8.49,7.02,1.47
Brouwerij De Eeuwige Jeugd Bullebak,8719874507981,Alcohol,Speciaalbieren,2.49,2.06,0.43
Brouwerij De Eeuwige Jeugd Gladjanus,8720289921637,Alcohol,Speciaalbieren,2.49,2.06,0.43
Brouwerij De Eeuwige Jeugd Gleuvenglijder,8719874509329,Alcohol,Speciaalbieren,2.49,2.06,0.43
Brouwerij De Eeuwige Jeugd Lellebel,8719874508032,Alcohol,Speciaalbieren,2.49,2.06,0.43
Brouwerij De Leckere Gulden Craen,8716585004310,Alcohol,Speciaalbieren,1.99,1.64,0.35
Brouwerij De Leckere Razende Swaen,8716585004402,Alcohol,Speciaalbieren,2.49,2.06,0.43
Brouwerij De Leckere Witte Vrouwen,8716585004303,Alcohol,Speciaalbieren,1.89,1.56,0.33
Brouwerij 't IJ Flink,8717545260289,Alcohol,Bieren,2.09,1.73,0.36
Brouwerij 't IJ IJwit,8717545260067,Alcohol,Bieren,2.09,1.73,0.36
Brouwerij 't IJ I.P.A.,8717545261330,Alcohol,Bieren,2.09,1.73,0.36
Brouwerij 't IJ Natte Fles,8717545261897,Alcohol,Bieren,2.09,1.73,0.36
Brouwerij 't IJ Zatte,8717545261477,Alcohol,Bieren,2.09,1.73,0.36
Brunilde Primitivo 0.75l,8009620831683,Alcohol,Rode wijn,12.99,10.74,2.25
"Budweiser Pilsner 0,33L (United States)",5410228264538,Alcohol,Bieren,1.19,0.98,0.21
Ca'Vini Pinot Grigio Blush 12% 0.75L (2019),8001906998028,Alcohol,Rosé,4.99,4.12,0.87
"Corona Extra 0,355L",75032814,Alcohol,Speciaalbieren,1.49,1.23,0.26
Dark Horse Chardonnay 0.75l,85000020319,Alcohol,Witte wijn,8.99,7.43,1.56
Depa Red party cups 300 ml 50 stuks,8710653000419,Huishouden,Keuken,6.99,5.78,1.21
Desperados Original Bier 33 cl,8712000037734,Alcohol,Bieren,1.39,1.15,0.24
Dettol Allesreiniger Katoenfris 1L,8710552290034,Huishouden,Reiniging,2.99,2.47,0.52
Dettol Hand Gel 200ml,3059948003793,Drogisterij & Cosmetica,Hygiëne,4.99,4.12,0.87
dettol hygienische multireiniger,,Huishouden,Keuken,3.99,3.3,0.69
Dettol Soft on Skin Wasgel Original 250ml,5410036303108,Drogisterij & Cosmetica,Handzeep,2.79,2.31,0.48
Domäne Wachau Grüner Veltliner Federspiel 0.75l,9007500151806,Alcohol,Witte wijn,9.99,8.26,1.73
Dr. Original Flex Thermometer 1st,8718627803158,Drogisterij & Cosmetica,Gezondheid,4.99,4.12,0.87
HG Duo Ontstopper 1L,8711577058210,Huishouden,Reiniging,9.99,8.26,1.73
Durex Orgasm Intense Gel 10ml,3059948001447,Drogisterij & Cosmetica,Intimiteit,8.99,7.43,1.56
Durex Play Massage 2/1 Sensual 200ml,5038483962275,Drogisterij & Cosmetica,Intimiteit,7.99,6.6,1.39
Echte Enkhuizer Glacé Roze Koeken 4 Stuks,8710531421220,Snoep & Chips,Koekjes,0.89,0.74,0.15
Edet Pure Vochtig Toiletpapier 40st,7322540744323,Drogisterij & Cosmetica,Toiletpapier,2.79,2.31,0.48
Edet Ultra Soft 4-laags toiletpapier 6 rollen,7322540737790,Drogisterij & Cosmetica,Toiletpapier,3.89,3.21,0.68
Eiber Achter De Duinen,8718868710765,Alcohol,Speciaalbieren,2.49,2.06,0.43
Eiber De Baron,8718868710666,Alcohol,Speciaalbieren,2.49,2.06,0.43
Eiber Hof Blond,8718868710611,Alcohol,Speciaalbieren,2.49,2.06,0.43
Eiber Zeer Hoppig,8718868710710,Alcohol,Speciaalbieren,2.49,2.06,0.43
"Erdinger Hefe Weissbier 0,5L (Germany)",4002103000013,Alcohol,Speciaalbieren,1.49,1.23,0.26
"Estandon Tradition Rose 0,75L",3269210251825,Alcohol,Rosé,9.99,8.26,1.73
Fine Life Gedroogde Varkensoren 8st,8711576155170,Voedsel voor huisdieren,Hond,9.99,8.26,1.73
Flowflex Covid-19 Antigeen Zelftest 5-pack,6921756492434,Drogisterij & Cosmetica,Covid-19,7.99,6.6,1.39
Freixenet 0% 0.75L,8410384003016,Alcohol,Mousserende wijn,9.99,8.26,1.73
"Freixenet Negro Brut Fruitig 1,5L (Spain)",8410036009991,Alcohol,Mousserende wijn,21.9,18.1,3.8
Glade by Brise Gel Lavender 150g,5000204826432,Huishouden,Reiniging,1.29,1.07,0.22
GiG Hard Seltzer Berry Beat,8719326910727,Alcohol,Hard Seltzer,1.59,1.31,0.28
GiG Hard Seltzer Grapefruit Melody,8719326910703,Alcohol,Hard Seltzer,1.59,1.31,0.28
GiG Hard Seltzer Lime Rhythm,8719326910710,Alcohol,Hard Seltzer,1.59,1.31,0.28
Gillette Fusion5 Power Scheermesjes 12st,7702018562503,Drogisterij & Cosmetica,Scheren,33.9,28.02,5.88
Gillette Fusion5 Power Scheermesjes 8st,7702018562473,Drogisterij & Cosmetica,Scheren,26.9,22.23,4.67
Gillette Fusion5 Scheermesjes Voor Mannen 12st,7702018582587,Drogisterij & Cosmetica,Scheren,33.9,28.02,5.88
Gillette Fusion5 Scheermesjes Voor Mannen 8st,7702018561698,Drogisterij & Cosmetica,Scheren,9.99,8.26,1.73
Gillette Mach3 Scheermesjes Voor Mannen 16st,7702018582907,Drogisterij & Cosmetica,Scheren,37.9,31.32,6.58
HG Glas en Spiegel Spray 500ml,8711577008093,Huishouden,Reiniging,2.99,2.47,0.52
Graffiti Remover 600ml,8711577115678,Huishouden,Reiniging,19.99,16.52,3.47
"Grimbergen Blond 0,3L (Netherlands)",87167337,Alcohol,Speciaalbieren,1.49,1.23,0.26
"Grolsch Radler 0,3L (Netherlands)",87167658,Alcohol,Gemengde bierdranken,0.89,0.74,0.15
Head & Shoulders Citrus Fresh 2-in-1 Anti-roos Shampoo 270ml,8001841091372,Drogisterij & Cosmetica,Haarverzorging,4.99,4.12,0.87
Head & Shoulders Classic Anti-roos Shampoo 280ml,8001841091587,Drogisterij & Cosmetica,Haarverzorging,4.99,4.12,0.87
Head & Shoulders Sensitive Anti-roos Shampoo 280ml,8001841092034,Drogisterij & Cosmetica,Douche & bad producten,5.79,4.79,1.0
Head & Shoulders Voedende Verzorging Anti-roos Shampoo 280ml,8001841091914,Drogisterij & Cosmetica,Douche & bad producten,4.99,4.12,0.87
"Heineken Bier Fles 0,25cl",8712000030940,Alcohol,Bieren,0.72,0.6,0.12
"Heineken Pils 0,3L",8712000032920,Alcohol,Bieren,0.72,0.6,0.12
"Heineken Pils 6 st 0,33L",8712000031565,Alcohol,Bieren,5.89,4.87,1.02
Heineken Premium Pilsener Bier Blik 50 cl,9222108501017,Alcohol,Bieren,1.19,0.98,0.21
Heltiq Alcohol 70% 120ml,8717484786611,Drogisterij & Cosmetica,Gezondheid,1.99,1.64,0.35
"Henri Weber Vin D'Alsace Gewürztraminer Half Droog 0,75L (France)",4333465109138,Alcohol,Witte wijn,6.99,5.78,1.21
"Henri Weber Vin D'Alsace Pinot gris 0,75L (France)",4333465109145,Alcohol,Witte wijn,6.99,5.78,1.21
"Hertog Jan Pils 6st  0,33L",,Alcohol,Bieren,5.89,4.87,1.02
"Hertog Jan Pilsener Fles 0,3cl",8710956001151,Alcohol,Bieren,0.99,0.82,0.17
"Hoegaarden Wit 0,3L (Netherlands)",54018143,Alcohol,Speciaalbieren,1.19,0.98,0.21
Houtwol Aanmaakkrullen 325g,8711576269105,Huishouden,Keuken,3.99,3.3,0.69
"Hugo Frizzante Rose 0,75L",4049366001883,Alcohol,Mousserende wijn,3.99,3.3,0.69
Ibex Huishouddoekjes Geel 25 st 25st,8710201976715,Huishouden,Reiniging,3.99,3.3,0.69
Dettol Hygiënische Doekjes Maxi Hygiene 80 st 80st,8710552577098,Huishouden,Reiniging,3.29,2.72,0.57
I Am Frizzante 0.75L,9120045251296,Alcohol,Mousserende wijn,4.99,4.12,0.87
Instant Picnic BBQ,8710943838012,Huishouden,Keuken,3.99,3.3,0.69
Jean Degaves Bordeaux Rouge 0.75l,3439495508802,Alcohol,Rode wijn,5.99,4.95,1.04
"Jillz Raspberry 0,23L",8712000032890,Alcohol,Cider,1.09,0.9,0.19
"Jillz Regular 0,23L",8712000038359,Alcohol,Cider,1.09,0.9,0.19
"Jupiler Pils 0,25L",,Alcohol,Bieren,0.69,0.57,0.12
